
| 31064          | 42016          | 7         | 07:49:09   | 07:49:11  | 0:00:01.381112 |
| 31064          | 42016          | 7         | 07:56:54   | 07:56:57  | 0:00:02.222146 |
| 31064          | 42016          | 7         | 07:59:32   | 07:59:33  | 0:00:01.335986 |
| 31064          | 42016          | 7         | 07:59:56   | 07:59:58  | 0:00:02.386801 |
| 47342          | 64032          | 7         | 09:26:16   | 09:26:17  | 0:00:01.329687 |
| 47342          | 64032          | 7         | 09:28:05   | 09:28:10  | 0:00:04.894919 |
| 297342          | 400928          | 7         | 09:30:21   | 09:30:24  | 0:00:03.190279 |
| 47342          | 64032          | 7         | 09:31:42   | 09:31:48  | 0:00:06.604079 |
| 20272          | 27680          | 7         | 09:39:46   | 09:39:49  | 0:00:03.431784 |
| 20272          | 27680          | 7         | 09:41:29   | 09:41:33  | 0:00:03.399923 |
| 47342          | 64032          | 7         | 09:41:51   | 09:41:53  | 0:00:01.581951 |
| 31064          | 42016          | 7         | 11:52:33   | 11:52:36  | 0:00:02.665838 |
| 31064          | 42016          | 7         | 11:53:02   | 11:53:02  | 0:00:00.478223 |
| 31064          | 42016          | 7         | 11:53:48   | 11:53:48  | 0:00:00.499761 |
| 31064          | 42016          | 7         | 11:54:07   | 11:54:07  | 0:00:00.612430 |
| 31064          | 42016          | 7         | 12:04:47   | 12:04:49  | 0:00:01.313627 |
| 31064          | 42016          | 7         | 12:11:27   | 12:11:29  | 0:00:01.579332 |
| 3560          | 5152          | 7         | 20:39:35   | 20:39:35  | 0:00:00.464337 |
| 3560          | 5152          | 7         | 20:45:11   | 20:45:12  | 0:00:01.353095 |
| 2530          | 3616          | 7         | 21:02:36   | 21:02:40  | 0:00:03.982245 |
| 2530          | 3616          | 7         | 21:03:31   | 21:03:32  | 0:00:00.875745 |
| 2530          | 3616          | 7         | 21:06:03   | 21:06:05  | 0:00:01.662254 |
| 2530          | 3616          | 7         | 21:06:42   | 21:06:43  | 0:00:00.903439 |
| 2530          | 3616          | 7         | 21:09:10   | 21:09:12  | 0:00:01.917841 |
| 2530          | 3616          | 7         | 21:10:11   | 21:10:12  | 0:00:00.878941 |
| 1499162          | 2020384          | 7         | 21:57:52   | 21:57:56  | 0:00:04.403976 |
| 93972          | 127008          | 7         | 01:06:26   | 01:06:28  | 0:00:02.000536 |
| 93972          | 127008          | 7         | 01:07:20   | 01:07:20  | 0:00:00.937225 |
| 1499162          | 2020384          | 7         | 01:09:00   | 01:09:08  | 0:00:07.961026 |
| 93972          | 127008          | 7         | 01:10:29   | 01:10:31  | 0:00:02.613990 |
| 93972          | 127008          | 7         | 01:11:13   | 01:11:14  | 0:00:01.497210 |
| 93972          | 127008          | 7         | 01:12:27   | 01:12:28  | 0:00:01.708570 |
| 93972          | 127008          | 7         | 03:21:31   | 03:21:38  | 0:00:06.423057 |
| 93972          | 127008          | 7         | 03:22:27   | 03:22:30  | 0:00:03.227796 |
| 93972          | 127008          | 7         | 04:09:37   | 04:09:38  | 0:00:01.078689 |
| 506880          | 683040          | 7         | 04:10:07   | 04:10:11  | 0:00:03.248596 |
| 93972          | 127008          | 7         | 04:10:56   | 04:10:59  | 0:00:02.842164 |
| 1499162          | 2020384          | 7         | 04:12:43   | 04:12:52  | 0:00:09.255276 |
| 1380432          | 1860128          | 7         | 04:13:48   | 04:13:55  | 0:00:07.584083 |
| 93972          | 127008          | 7         | 04:38:17   | 04:38:20  | 0:00:02.842899 |
| 0          | 544          | 7         | 05:20:04   | 05:20:07  | 0:00:02.396041 |
| 0          | 544          | 7         | 05:25:35   | 05:25:36  | 0:00:00.787544 |
| 0          | 544          | 7         | 05:26:52   | 05:27:00  | 0:00:08.529945 |
| 14424          | 19488          | 7         | 08:18:13   | 08:18:20  | 0:00:06.786752 |
| 14424          | 19488          | 7         | 08:18:51   | 08:18:56  | 0:00:05.188827 |
| 23120          | 31264          | 7         | 08:20:46   | 08:20:50  | 0:00:03.168949 |
| 23120          | 31264          | 7         | 08:23:35   | 08:23:39  | 0:00:03.126662 |
| 0          | 544          | 10         | 08:25:52   | 08:25:58  | 0:00:06.298411 |
| 0          | 544          | 7         | 08:45:28   | 08:45:32  | 0:00:03.987118 |
| 0          | 544          | 7         | 08:51:04   | 08:51:08  | 0:00:04.710025 |
| 0          | 544          | 7         | 08:51:44   | 08:51:49  | 0:00:04.624379 |
| 0          | 544          | 7         | 08:53:06   | 08:53:11  | 0:00:05.203093 |
| 0          | 544          | 7         | 09:06:47   | 09:06:52  | 0:00:04.618580 |
| 1499162          | 2020384          | 8         | 09:41:03   | 09:41:09  | 0:00:05.915685 |
| 93972          | 127008          | 8         | 09:58:32   | 09:58:34  | 0:00:01.661827 |
| 757826          | 1021472          | 8         | 10:00:02   | 10:00:06  | 0:00:03.397133 |
| 108952          | 146976          | 8         | 10:05:52   | 10:05:54  | 0:00:01.535116 |
| 17372          | 23584          | 15         | 10:38:09   | 10:38:10  | 0:00:01.547035 |
| 6576          | 9248          | 8         | 10:43:00   | 10:43:01  | 0:00:01.821847 |
| 108632          | 146464          | 10         | 10:44:54   | 10:44:55  | 0:00:01.083628 |
| 236212          | 318496          | 15         | 10:46:07   | 10:46:10  | 0:00:02.492299 |
| 14424          | 19488          | 10         | 13:41:23   | 13:41:26  | 0:00:03.057577 |
| 35770          | 48672          | 8         | 21:25:02   | 21:25:04  | 0:00:01.541068 |
| 35770          | 48672          | 8         | 21:56:13   | 21:56:14  | 0:00:01.253370 |
| 110582          | 149536          | 15         | 00:31:06   | 00:31:07  | 0:00:01.684308 |
| 781674          | 1053728          | 3         | 19:27:12   | 19:27:19  | 0:00:07.103981 |
| 2830410          | 3813920          | 3         | 18:58:36   | 18:58:47  | 0:00:11.531106 |
| 65326          | 88096          | 3         | 19:16:51   | 19:16:55  | 0:00:03.522567 |
| 47342          | 64032          | 8         | 11:30:44   | 11:30:46  | 0:00:01.385768 |
| 47342          | 64032          | 8         | 13:08:19   | 13:08:20  | 0:00:01.091407 |
| 20272          | 27680          | 8         | 13:19:42   | 13:19:43  | 0:00:00.666187 |
| 20272          | 27680          | 8         | 13:21:04   | 13:21:06  | 0:00:02.269148 |
| 20272          | 27680          | 8         | 13:22:38   | 13:22:39  | 0:00:01.078072 |
| 20272          | 27680          | 8         | 18:13:37   | 18:13:44  | 0:00:07.116388 |
| 20272          | 27680          | 8         | 18:18:21   | 18:18:23  | 0:00:01.763228 |
| 20272          | 27680          | 8         | 18:24:03   | 18:24:08  | 0:00:05.572983 |
| 20272          | 27680          | 8         | 18:25:21   | 18:25:25  | 0:00:03.982823 |
| 47342          | 64032          | 8         | 18:26:35   | 18:26:39  | 0:00:03.626658 |
| 996060          | 1342496          | 8         | 18:29:28   | 18:29:34  | 0:00:06.429105 |
| 23210          | 31776          | 8         | 18:34:46   | 18:34:50  | 0:00:03.204283 |
| 47342          | 64032          | 8         | 18:35:07   | 18:35:11  | 0:00:04.114987 |
| 508216          | 685088          | 8         | 18:35:55   | 18:35:59  | 0:00:04.030673 |
