
| 149536          | 110582          | 15         | 00:31:23   | 00:31:25  | 0:00:02.074323 |
| 149536          | 110582          | 15         | 00:31:31   | 00:31:33  | 0:00:01.671914 |
| 149536          | 110582          | 15         | 00:31:39   | 00:31:41  | 0:00:01.549598 |
| 149536          | 110582          | 15         | 00:31:46   | 00:31:48  | 0:00:01.466067 |
| 149536          | 110582          | 15         | 00:40:59   | 00:41:01  | 0:00:02.186476 |
| 149536          | 110582          | 15         | 00:46:21   | 00:46:24  | 0:00:02.317374 |
| 149536          | 110582          | 15         | 00:47:39   | 00:47:41  | 0:00:02.113202 |
| 149536          | 110582          | 15         | 01:21:06   | 01:21:08  | 0:00:02.148625 |
| 149536          | 110582          | 15         | 01:21:14   | 01:21:16  | 0:00:02.356284 |
| 149536          | 110582          | 15         | 01:21:22   | 01:21:24  | 0:00:02.221060 |
| 149536          | 110582          | 15         | 01:21:58   | 01:22:01  | 0:00:02.035251 |
| 149536          | 110582          | 15         | 01:24:58   | 01:25:00  | 0:00:02.188610 |
| 149536          | 110582          | 15         | 01:28:34   | 01:28:37  | 0:00:02.253428 |
| 149536          | 110582          | 15         | 01:29:23   | 01:29:26  | 0:00:02.172472 |
| 149536          | 110582          | 15         | 01:36:29   | 01:36:31  | 0:00:02.196820 |
| 149536          | 110582          | 15         | 01:37:05   | 01:37:07  | 0:00:01.502066 |
| 149536          | 110582          | 15         | 01:41:15   | 01:41:17  | 0:00:02.151758 |
| 149536          | 110582          | 15         | 01:45:05   | 01:45:07  | 0:00:02.063749 |
| 149536          | 110582          | 15         | 02:15:34   | 02:15:37  | 0:00:02.372816 |
| 149536          | 110582          | 15         | 02:37:51   | 02:37:54  | 0:00:02.604819 |
| 149536          | 110582          | 15         | 02:40:29   | 02:40:32  | 0:00:02.835926 |
| 149536          | 110582          | 15         | 02:43:48   | 02:43:51  | 0:00:02.750374 |
| 149536          | 110582          | 15         | 02:44:51   | 02:44:54  | 0:00:02.528535 |
| 88096          | 65326          | 3         | 19:20:02   | 19:20:03  | 0:00:01.022864 |
| 3813920          | 2830410          | 3         | 19:24:43   | 19:25:22  | 0:00:38.835787 |
| 88096          | 65326          | 3         | 10:31:22   | 10:31:24  | 0:00:01.550077 |
| 88096          | 65326          | 3         | 10:32:50   | 10:32:54  | 0:00:03.975345 |
| 88096          | 65326          | 3         | 10:51:11   | 10:51:12  | 0:00:01.664919 |
| 64032          | 47342          | 8         | 11:31:04   | 11:31:05  | 0:00:01.081528 |
| 27680          | 20272          | 8         | 18:25:49   | 18:25:51  | 0:00:01.479004 |
| 64032          | 47342          | 8         | 18:27:03   | 18:27:06  | 0:00:02.942976 |
| 32800          | 24044          | 8         | 18:40:50   | 18:40:51  | 0:00:00.734578 |
| 32800          | 24044          | 8         | 18:46:53   | 18:46:54  | 0:00:00.849820 |
